	#chr	start	end	gene_id	h2g	n_causal
15714	chr17	16217208	16217209	ENSG00000108474.16	0.01	1
15715	chr17	16218184	16218185	ENSG00000141027.21	0.0	0
15716	chr17	16353468	16353469	ENSG00000166582.10	0.02	3
15717	chr17	16380797	16380798	ENSG00000170315.13	0.01	2
15718	chr17	16382668	16382669	ENSG00000265401.1	0.01	4
15719	chr17	16415570	16415571	ENSG00000187688.15	0.0	0
15720	chr17	16416688	16416689	ENSG00000264739.1	0.01	3
15721	chr17	16438821	16438822	ENSG00000175061.17	0.0	0
15722	chr17	16492152	16492153	ENSG00000181350.11	0.19	1
15723	chr17	16569203	16569204	ENSG00000141040.15	0.0	0
15724	chr17	16617880	16617881	ENSG00000235554.1	0.03	5
15725	chr17	16653855	16653856	ENSG00000197566.10	0.0	0
15726	chr17	16689536	16689537	ENSG00000170160.17	0.0	0
15727	chr17	16786488	16786489	ENSG00000188933.15	0.01	1
15728	chr17	16934838	16934839	ENSG00000128438.10	0.02	3
15729	chr17	16972117	16972118	ENSG00000240505.8	0.03	3
15730	chr17	16981352	16981353	ENSG00000230709.1	0.0	0
15731	chr17	17042544	17042545	ENSG00000133030.21	0.04	3
15732	chr17	17181503	17181504	ENSG00000278864.1	0.04	4
15733	chr17	17185553	17185554	ENSG00000263624.1	0.01	4
15734	chr17	17206332	17206333	ENSG00000179598.6	0.0	0
15735	chr17	17236117	17236118	ENSG00000266498.1	0.62	1
15736	chr17	17237181	17237182	ENSG00000154803.13	0.01	3
15737	chr17	17281272	17281273	ENSG00000141030.13	0.0	0
15738	chr17	17303334	17303335	ENSG00000205309.14	0.01	1
15739	chr17	17384011	17384012	ENSG00000215030.5	0.02	2
15740	chr17	17476993	17476994	ENSG00000141026.6	0.02	2
15741	chr17	17496394	17496395	ENSG00000108551.5	0.01	3
15742	chr17	17507350	17507351	ENSG00000265511.1	0.0	0
15743	chr17	17591707	17591708	ENSG00000133027.18	0.0	0
15744	chr17	17681457	17681458	ENSG00000108557.19	0.01	1
15745	chr17	17837001	17837002	ENSG00000072310.16	0.08	4
15746	chr17	17858226	17858227	ENSG00000197815.4	0.0	0
15747	chr17	17972421	17972422	ENSG00000175662.17	0.0	0
15748	chr17	17972812	17972813	ENSG00000171962.17	0.0	0
15749	chr17	18010642	18010643	ENSG00000232344.2	0.0	0
15750	chr17	18026770	18026771	ENSG00000280198.1	0.52	1
15751	chr17	18039208	18039209	ENSG00000171953.16	0.01	4
15752	chr17	18039291	18039292	ENSG00000141034.9	0.01	1
15753	chr17	18087920	18087921	ENSG00000108591.10	0.03	1
15754	chr17	18108705	18108706	ENSG00000091536.18	0.0	0
15755	chr17	18110462	18110463	ENSG00000279428.1	0.01	1
15756	chr17	18183077	18183078	ENSG00000091542.9	0.05	5
15757	chr17	18184752	18184753	ENSG00000266677.1	0.01	1
15758	chr17	18225634	18225635	ENSG00000131899.11	0.0	0
15759	chr17	18258737	18258738	ENSG00000177731.16	0.0	0
15760	chr17	18260596	18260597	ENSG00000177427.13	0.0	0
15761	chr17	18268079	18268080	ENSG00000260647.1	0.09	1
15762	chr17	18315006	18315007	ENSG00000177302.15	0.03	5
15763	chr17	18315292	18315293	ENSG00000176994.11	0.67	4
15764	chr17	18363562	18363563	ENSG00000176974.20	0.03	5
15765	chr17	18411158	18411159	ENSG00000220161.4	0.0	0
15766	chr17	18426860	18426861	ENSG00000186831.11	0.06999999999999999	1
15767	chr17	18476736	18476737	ENSG00000171916.16	0.04	1
15768	chr17	18525929	18525930	ENSG00000233327.10	0.21000000000000002	5
15769	chr17	18551684	18551685	ENSG00000273018.6	0.01	3
15770	chr17	18625607	18625608	ENSG00000154874.15	0.05	1
15771	chr17	18650194	18650195	ENSG00000174977.8	0.0	0
15772	chr17	18669460	18669461	ENSG00000264885.1	0.03	3
15773	chr17	18672872	18672873	ENSG00000240445.3	0.0	0
15774	chr17	18677260	18677261	ENSG00000224126.2	0.01	5
15775	chr17	18682258	18682259	ENSG00000249459.8	0.0	0
15776	chr17	18697997	18697998	ENSG00000108448.21	0.47000000000000003	5
15777	chr17	18781110	18781111	ENSG00000171928.14	0.03	1
15778	chr17	18840084	18840085	ENSG00000141127.15	0.01	3
15779	chr17	18950344	18950345	ENSG00000154025.15	0.09	3
15780	chr17	19004763	19004764	ENSG00000188522.15	0.02	2
15781	chr17	19030856	19030857	ENSG00000279825.1	0.0	0
15782	chr17	19047636	19047637	ENSG00000154016.13	0.0	0
15783	chr17	19061911	19061912	ENSG00000265185.5	0.44	4
15784	chr17	19064135	19064136	ENSG00000262074.6	0.24000000000000002	3
15785	chr17	19091824	19091825	ENSG00000263394.1	0.0	0
15786	chr17	19092973	19092974	ENSG00000228157.4	0.56	4
15787	chr17	19112635	19112636	ENSG00000262202.4	0.0	0
15788	chr17	19127468	19127469	ENSG00000189152.10	0.0	0
15789	chr17	19143688	19143689	ENSG00000262319.1	0.03	5
15790	chr17	19160788	19160789	ENSG00000262292.2	0.02	3
15791	chr17	19188015	19188016	ENSG00000263934.4	0.47000000000000003	5
15792	chr17	19215614	19215615	ENSG00000072134.15	0.0	0
15793	chr17	19377720	19377721	ENSG00000166484.20	0.06999999999999999	3
15794	chr17	19378192	19378193	ENSG00000108641.15	0.0	0
15795	chr17	19387239	19387240	ENSG00000166482.11	0.0	0
15796	chr17	19411124	19411125	ENSG00000128482.16	0.06999999999999999	4
15797	chr17	19446851	19446852	ENSG00000189343.7	0.01	3
15798	chr17	19495384	19495385	ENSG00000142494.13	0.0	0
15799	chr17	19648135	19648136	ENSG00000072210.18	0.0	0
15800	chr17	19867935	19867936	ENSG00000083290.20	0.0	0
15801	chr17	19897286	19897287	ENSG00000270091.1	0.26	3
15802	chr17	19978342	19978343	ENSG00000108599.15	0.0	0
15803	chr17	20009343	20009344	ENSG00000128487.16	0.39	4
15804	chr17	20111823	20111824	ENSG00000225014.1	0.0	0
15805	chr17	20321163	20321164	ENSG00000154898.15	0.02	3
15806	chr17	20415546	20415547	ENSG00000189423.12	0.01	4
15807	chr17	20467538	20467539	ENSG00000170298.15	0.0	0
15808	chr17	20589292	20589293	ENSG00000188013.6	0.0	0
15809	chr17	20814619	20814620	ENSG00000226981.2	0.0	0
15810	chr17	20999746	20999747	ENSG00000263986.1	0.19	1
15811	chr17	21043759	21043760	ENSG00000124422.12	0.01	3
15812	chr17	21123363	21123364	ENSG00000109016.17	0.02	5
15813	chr17	21214330	21214331	ENSG00000235530.6	0.42000000000000004	3
15814	chr17	21214623	21214624	ENSG00000178307.9	0.0	0
15815	chr17	21253409	21253410	ENSG00000274180.1	0.01	3
15816	chr17	21284671	21284672	ENSG00000034152.18	0.0	0
15817	chr17	21574516	21574517	ENSG00000212719.11	0.02	1
15818	chr17	22090742	22090743	ENSG00000263563.6	0.0	0
15819	chr17	22523110	22523111	ENSG00000256618.2	0.0	0
15820	chr17	27294075	27294076	ENSG00000109046.15	0.01	2
15821	chr17	27456469	27456470	ENSG00000141068.14	0.06999999999999999	1
15822	chr17	27527222	27527223	ENSG00000263368.1	0.0	0
15823	chr17	27626437	27626438	ENSG00000266872.1	0.060000000000000005	4
15824	chr17	27629797	27629798	ENSG00000168961.17	0.0	0
15825	chr17	27893382	27893383	ENSG00000232859.9	0.0	0
15826	chr17	27974222	27974223	ENSG00000260019.1	0.0	0
15827	chr17	28041736	28041737	ENSG00000087095.13	0.01	4
15828	chr17	28226562	28226563	ENSG00000237575.4	0.02	4
15829	chr17	28319199	28319200	ENSG00000109084.14	0.0	0
15830	chr17	28335488	28335489	ENSG00000109083.13	0.02	2
15831	chr17	28335601	28335602	ENSG00000109079.10	0.0	0
15832	chr17	28357526	28357527	ENSG00000004142.12	0.04	5
15833	chr17	28357641	28357642	ENSG00000244045.13	0.01	5
15834	chr17	28364355	28364356	ENSG00000004139.14	0.02	5
15835	chr17	28373090	28373091	ENSG00000109072.14	0.0	0
15836	chr17	28374300	28374301	ENSG00000279532.1	0.01	1
15837	chr17	28405239	28405240	ENSG00000265254.1	0.0	0
15838	chr17	28407196	28407197	ENSG00000076351.13	0.0	0
15839	chr17	28467821	28467822	ENSG00000263266.2	0.08	4
15840	chr17	28552667	28552668	ENSG00000109103.11	0.03	2
15841	chr17	28571793	28571794	ENSG00000087111.21	0.0	0
15842	chr17	28573116	28573117	ENSG00000265168.1	0.4	5
15843	chr17	28576947	28576948	ENSG00000109107.14	0.0	0
15844	chr17	28598789	28598790	ENSG00000227543.4	0.0	0
15845	chr17	28599024	28599025	ENSG00000076382.17	0.01	2
15846	chr17	28602283	28602284	ENSG00000264608.1	0.05	5
15847	chr17	28607962	28607963	ENSG00000265287.2	0.02	1
15848	chr17	28614196	28614197	ENSG00000258472.8	0.0	0
15849	chr17	28614199	28614200	ENSG00000167524.14	0.01	3
15850	chr17	28633205	28633206	ENSG00000264044.1	0.0	0
15851	chr17	28645453	28645454	ENSG00000007202.15	0.03	5
15852	chr17	28655556	28655557	ENSG00000240494.2	0.0	0
15853	chr17	28662188	28662189	ENSG00000132581.9	0.01	4
15854	chr17	28662197	28662198	ENSG00000109111.15	0.01	1
15855	chr17	28672803	28672804	ENSG00000265205.1	0.0	0
15856	chr17	28711853	28711854	ENSG00000167525.13	0.0	0
15857	chr17	28718428	28718429	ENSG00000109113.20	0.0	0
15858	chr17	28719984	28719985	ENSG00000198242.14	0.5	1
15859	chr17	28722876	28722877	ENSG00000264577.1	0.0	0
15860	chr17	28725896	28725897	ENSG00000160602.14	0.01	3
15861	chr17	28727934	28727935	ENSG00000160606.11	0.03	4
15862	chr17	28744004	28744005	ENSG00000076604.15	0.02	3
15863	chr17	28747651	28747652	ENSG00000265474.1	0.01	1
15864	chr17	28855009	28855010	ENSG00000132591.12	0.03	4
15865	chr17	28855231	28855232	ENSG00000173065.13	0.06999999999999999	4
15866	chr17	28892468	28892469	ENSG00000264304.1	0.01	2
15867	chr17	28897732	28897733	ENSG00000132589.16	0.0	0
15868	chr17	28897737	28897738	ENSG00000266642.2	0.0	0
15869	chr17	28903078	28903079	ENSG00000167536.14	0.31	4
15870	chr17	28926274	28926275	ENSG00000265845.2	0.0	0
15871	chr17	28944795	28944796	ENSG00000265908.1	0.0	0
15872	chr17	28950512	28950513	ENSG00000179761.12	0.0	0
15873	chr17	28951770	28951771	ENSG00000109118.14	0.0	0
15874	chr17	29006439	29006440	ENSG00000063015.19	0.01	5
15875	chr17	29078856	29078857	ENSG00000221995.5	0.04	3
15876	chr17	29180411	29180412	ENSG00000196535.16	0.41000000000000003	2
15877	chr17	29204473	29204474	ENSG00000178082.6	0.0	0
15878	chr17	29294147	29294148	ENSG00000108256.9	0.0	0
15879	chr17	29390463	29390464	ENSG00000160551.11	0.0	0
15880	chr17	29566051	29566052	ENSG00000167543.16	0.03	1
15881	chr17	29567036	29567037	ENSG00000168792.5	0.14	1
15882	chr17	29569579	29569580	ENSG00000264290.1	0.0	0
15883	chr17	29589768	29589769	ENSG00000198720.13	0.01	2
15884	chr17	29594053	29594054	ENSG00000108262.15	0.0	0
15885	chr17	29622906	29622907	ENSG00000167549.18	0.02	5
15886	chr17	29645846	29645847	ENSG00000265625.1	0.01	4
15887	chr17	29716684	29716685	ENSG00000240531.1	0.01	5
15888	chr17	29776700	29776701	ENSG00000265713.1	0.01	1
15889	chr17	29929199	29929200	ENSG00000176927.15	0.46	2
15890	chr17	29930275	29930276	ENSG00000141298.19	0.04	4
15891	chr17	30115520	30115521	ENSG00000126653.18	0.0	0
15892	chr17	30236001	30236002	ENSG00000108576.10	0.0	0
15893	chr17	30292041	30292042	ENSG00000108578.15	0.01	3
15894	chr17	30378926	30378927	ENSG00000108582.12	0.04	4
15895	chr17	30477361	30477362	ENSG00000108587.15	0.0	0
15896	chr17	30553501	30553502	ENSG00000266733.7	0.0	0
15897	chr17	30576463	30576464	ENSG00000214719.12	0.01	1
15898	chr17	30624412	30624413	ENSG00000264943.1	0.0	0
15899	chr17	30629679	30629680	ENSG00000250462.8	0.02	4
15900	chr17	30709298	30709299	ENSG00000264538.6	0.0	0
15901	chr17	30738181	30738182	ENSG00000280069.1	0.0	0
15902	chr17	30792371	30792372	ENSG00000266490.1	0.0	0
15903	chr17	30803653	30803654	ENSG00000276250.1	0.0	0
15904	chr17	30824691	30824692	ENSG00000176390.12	0.0	0
15905	chr17	30831965	30831966	ENSG00000176208.9	0.01	3
15906	chr17	30906237	30906238	ENSG00000172171.11	0.01	4
15907	chr17	30906343	30906344	ENSG00000184060.11	0.0	0
15908	chr17	30959563	30959564	ENSG00000266274.2	0.8400000000000001	5
15909	chr17	30968784	30968785	ENSG00000286194.1	0.01	5
15910	chr17	30970983	30970984	ENSG00000181481.14	0.12	3
15911	chr17	30971651	30971652	ENSG00000264456.1	0.0	0
15912	chr17	30975386	30975387	ENSG00000264743.2	0.0	0
15913	chr17	30980249	30980250	ENSG00000266340.1	0.0	0
15914	chr17	31008496	31008497	ENSG00000266865.6	0.01	4
15915	chr17	31094926	31094927	ENSG00000196712.17	0.0	0
15916	chr17	31297238	31297239	ENSG00000126861.5	0.0	0
15917	chr17	31314104	31314105	ENSG00000185862.7	0.02	5
15918	chr17	31321883	31321884	ENSG00000126860.11	0.13	2
15919	chr17	31345518	31345519	ENSG00000263535.2	0.04	5
15920	chr17	31391674	31391675	ENSG00000131242.18	0.06999999999999999	4
15921	chr17	31560131	31560132	ENSG00000278546.1	0.0	0
15922	chr17	31859290	31859291	ENSG00000172301.11	0.91	3
15923	chr17	31873925	31873926	ENSG00000263990.1	0.060000000000000005	5
15924	chr17	31901707	31901708	ENSG00000108651.10	0.06999999999999999	1
15925	chr17	31937006	31937007	ENSG00000178691.11	0.01	3
15926	chr17	32007871	32007872	ENSG00000185158.12	0.0	0
15927	chr17	32039973	32039974	ENSG00000266777.1	0.0	0
15928	chr17	32051029	32051030	ENSG00000278867.1	0.0	0
15929	chr17	32127594	32127595	ENSG00000277511.1	0.31	5
15930	chr17	32142453	32142454	ENSG00000126858.18	0.04	4
15931	chr17	32143134	32143135	ENSG00000214708.4	0.0	0
15932	chr17	32151503	32151504	ENSG00000265293.2	0.01	3
15933	chr17	32159310	32159311	ENSG00000280033.1	0.17	4
15934	chr17	32180073	32180074	ENSG00000280020.1	0.01	5
15935	chr17	32265831	32265832	ENSG00000141314.13	0.4	2
15936	chr17	32350022	32350023	ENSG00000108666.10	0.01	3
15937	chr17	32350116	32350117	ENSG00000010244.18	0.02	2
15938	chr17	32444378	32444379	ENSG00000108671.11	0.01	2
15939	chr17	32446037	32446038	ENSG00000279762.3	0.25	5
15940	chr17	32486992	32486993	ENSG00000176749.9	0.0	0
15941	chr17	32877176	32877177	ENSG00000176658.17	0.02	4
15942	chr17	34039871	34039872	ENSG00000226049.3	0.0	0
15943	chr17	34255217	34255218	ENSG00000108691.9	0.09	2
15944	chr17	34961539	34961540	ENSG00000198783.6	0.0	0
15945	chr17	34980493	34980494	ENSG00000005156.11	0.02	2
15946	chr17	34981077	34981078	ENSG00000132141.14	0.0	0
15947	chr17	35089318	35089319	ENSG00000092871.16	0.0	0
15948	chr17	35121521	35121522	ENSG00000185379.20	0.0	0
15949	chr17	35142303	35142304	ENSG00000073536.18	0.01	5
15950	chr17	35147816	35147817	ENSG00000141161.11	0.04	3
15951	chr17	35242962	35242963	ENSG00000266947.1	0.03	1
15952	chr17	35243070	35243071	ENSG00000166750.10	0.03	4
15953	chr17	35313501	35313502	ENSG00000267364.1	0.05	1
15954	chr17	35373700	35373701	ENSG00000172716.16	0.09	3
15955	chr17	35404372	35404373	ENSG00000267547.1	0.01	1
15956	chr17	35407817	35407818	ENSG00000267648.1	0.05	1
15957	chr17	35410227	35410228	ENSG00000267102.1	0.02	1
15958	chr17	35433282	35433283	ENSG00000172123.12	0.01	2
15959	chr17	35448836	35448837	ENSG00000154760.14	0.01	2
15960	chr17	35460549	35460550	ENSG00000267312.1	0.01	2
15961	chr17	35470627	35470628	ENSG00000267554.1	0.12	1
15962	chr17	35490008	35490009	ENSG00000267046.1	0.01	1
15963	chr17	35498217	35498218	ENSG00000267369.1	0.05	5
15964	chr17	35510269	35510270	ENSG00000267074.1	0.88	5
15965	chr17	35515185	35515186	ENSG00000255987.1	0.01	4
15966	chr17	35522378	35522379	ENSG00000205045.9	0.0	0
15967	chr17	35522944	35522945	ENSG00000286030.1	0.0	0
15968	chr17	35558097	35558098	ENSG00000236320.3	0.01	2
15969	chr17	35568108	35568109	ENSG00000267321.2	0.0	0
15970	chr17	35578045	35578046	ENSG00000006125.18	0.0	0
15971	chr17	35578862	35578863	ENSG00000108733.10	0.0	0
15972	chr17	35597127	35597128	ENSG00000267592.1	0.0	0
15973	chr17	35795706	35795707	ENSG00000271447.6	0.0	0
15974	chr17	35809480	35809481	ENSG00000270647.6	0.060000000000000005	5
15975	chr17	35830292	35830293	ENSG00000270871.1	0.01	5
15976	chr17	35868890	35868891	ENSG00000270379.5	0.06999999999999999	3
15977	chr17	35868966	35868967	ENSG00000270240.2	0.06999999999999999	2
15978	chr17	35880792	35880793	ENSG00000271503.6	0.0	0
15979	chr17	35930772	35930773	ENSG00000278023.6	0.19	5
15980	chr17	36017971	36017972	ENSG00000274736.5	0.0	0
15981	chr17	36072865	36072866	ENSG00000277089.4	0.0	0
15982	chr17	36090142	36090143	ENSG00000277632.2	0.0	0
15983	chr17	36103826	36103827	ENSG00000275302.2	0.05	3
15984	chr17	36116176	36116177	ENSG00000276241.1	0.23	2
15985	chr17	36176635	36176636	ENSG00000274808.5	0.43	4
15986	chr17	36183234	36183235	ENSG00000274767.1	0.2	1
15987	chr17	36196757	36196758	ENSG00000276085.1	0.04	5
15988	chr17	36210923	36210924	ENSG00000276070.5	0.0	0
15989	chr17	36264552	36264553	ENSG00000274933.5	0.15000000000000002	1
15990	chr17	36274190	36274191	ENSG00000261499.2	0.11	1
15991	chr17	36323883	36323884	ENSG00000260287.4	0.0	0
15992	chr17	36439565	36439566	ENSG00000275954.5	0.02	2
15993	chr17	36486628	36486629	ENSG00000273611.5	0.04	3
15994	chr17	36534986	36534987	ENSG00000277161.2	0.0	0
15995	chr17	36543434	36543435	ENSG00000278259.4	0.38	3
15996	chr17	36544911	36544912	ENSG00000278311.5	0.01	3
15997	chr17	36575324	36575325	ENSG00000274756.1	0.02	2
15998	chr17	36591878	36591879	ENSG00000278535.5	0.0	0
15999	chr17	36601582	36601583	ENSG00000278619.5	0.04	3
16000	chr17	36948953	36948954	ENSG00000275700.5	0.13	5
16001	chr17	36998597	36998598	ENSG00000277589.1	0.04	4
16002	chr17	37406835	37406836	ENSG00000278540.5	0.0	0
16003	chr17	37406885	37406886	ENSG00000276234.5	0.0	0
16004	chr17	37489890	37489891	ENSG00000276023.5	0.04	1
16005	chr17	37609471	37609472	ENSG00000275066.5	0.0	0
16006	chr17	37609738	37609739	ENSG00000277688.1	0.08	5
16007	chr17	37643445	37643446	ENSG00000278053.5	0.51	3
16008	chr17	37989047	37989048	ENSG00000274512.5	0.0	0
16009	chr17	38003975	38003976	ENSG00000274419.6	0.01	5
16010	chr17	38068591	38068592	ENSG00000278299.5	0.54	4
16011	chr17	38078261	38078262	ENSG00000274615.1	0.04	3
16012	chr17	38257191	38257192	ENSG00000274487.2	0.01	1
16013	chr17	38297022	38297023	ENSG00000278845.5	0.0	0
16014	chr17	38351843	38351844	ENSG00000274211.5	0.62	5
16015	chr17	38419279	38419280	ENSG00000275832.5	0.0	0
16016	chr17	38605951	38605952	ENSG00000277363.5	0.01	3
16017	chr17	38675420	38675421	ENSG00000273604.1	0.0	0
16018	chr17	38702451	38702452	ENSG00000277969.1	0.13	5
16019	chr17	38705541	38705542	ENSG00000275023.4	0.02	5
16020	chr17	38706260	38706261	ENSG00000275532.1	0.15000000000000002	5
16021	chr17	38728197	38728198	ENSG00000279119.1	0.0	0
16022	chr17	38730234	38730235	ENSG00000277972.1	0.04	1
16023	chr17	38749816	38749817	ENSG00000277258.5	0.01	1
16024	chr17	38752740	38752741	ENSG00000277791.5	0.02	3
16025	chr17	38800125	38800126	ENSG00000276293.4	0.0	0
16026	chr17	38825354	38825355	ENSG00000273559.5	0.0	0
16027	chr17	38853736	38853737	ENSG00000125691.13	0.03	4
16028	chr17	38855313	38855314	ENSG00000244086.1	0.0	0
16029	chr17	38869858	38869859	ENSG00000002834.18	0.0	0
16030	chr17	38904599	38904600	ENSG00000263466.1	0.04	3
16031	chr17	38921768	38921769	ENSG00000265784.1	0.01	1
16032	chr17	38925167	38925168	ENSG00000263874.2	0.0	0
16033	chr17	39154393	39154394	ENSG00000161381.14	0.31	5
16034	chr17	39197702	39197703	ENSG00000067191.16	0.02	3
16035	chr17	39200282	39200283	ENSG00000108298.11	0.04	3
16036	chr17	39401792	39401793	ENSG00000266469.1	0.18000000000000002	4
16037	chr17	39402522	39402523	ENSG00000108306.13	0.03	3
16038	chr17	39451271	39451272	ENSG00000125686.12	0.33	5
16039	chr17	39461510	39461511	ENSG00000167258.13	0.01	5
16040	chr17	39566914	39566915	ENSG00000273576.1	0.0	0
16041	chr17	39626739	39626740	ENSG00000131771.14	0.03	5
16042	chr17	39637089	39637090	ENSG00000131748.16	0.01	5
16043	chr17	39664186	39664187	ENSG00000173991.5	0.0	0
16044	chr17	39667980	39667981	ENSG00000141744.3	0.0	0
16045	chr17	39687913	39687914	ENSG00000141736.13	0.0	0
16046	chr17	39696796	39696797	ENSG00000161395.14	0.04	1
16047	chr17	39730531	39730532	ENSG00000141741.12	0.08	5
16048	chr17	39836079	39836080	ENSG00000264663.1	0.11	1
16049	chr17	39864311	39864312	ENSG00000161405.17	0.0	0
16050	chr17	39918649	39918650	ENSG00000073605.18	0.03	2
16051	chr17	39927600	39927601	ENSG00000172057.10	0.01	5
16052	chr17	39927741	39927742	ENSG00000264968.1	0.01	4
16053	chr17	39953262	39953263	ENSG00000167914.11	0.0	0
16054	chr17	39980806	39980807	ENSG00000108344.15	0.0	0
16055	chr17	40015360	40015361	ENSG00000108342.12	0.0	0
16056	chr17	40058289	40058290	ENSG00000126351.12	0.01	5
16057	chr17	40061214	40061215	ENSG00000008838.20	0.05	1
16058	chr17	40100588	40100589	ENSG00000126368.6	0.0	0
16059	chr17	40122297	40122298	ENSG00000188895.11	0.46	2
16060	chr17	40140536	40140537	ENSG00000108349.17	0.02	2
16061	chr17	40177009	40177010	ENSG00000108352.12	0.0	0
16062	chr17	40219303	40219304	ENSG00000171475.14	0.04	1
16063	chr17	40287878	40287879	ENSG00000094804.11	0.01	3
16064	chr17	40309179	40309180	ENSG00000131759.18	0.25	4
16065	chr17	40343135	40343136	ENSG00000265666.1	0.04	2
16066	chr17	40350538	40350539	ENSG00000278918.1	0.0	0
16067	chr17	40360654	40360655	ENSG00000266208.1	0.01	1
16068	chr17	40363814	40363815	ENSG00000183153.6	0.02	5
16069	chr17	40417895	40417896	ENSG00000131747.15	0.86	5
16070	chr17	40443449	40443450	ENSG00000141753.7	0.0	0
16071	chr17	40501622	40501623	ENSG00000131746.13	0.02	3
16072	chr17	40517025	40517026	ENSG00000266088.5	0.22	1
16073	chr17	40565471	40565472	ENSG00000126353.3	0.0	0
16074	chr17	40648299	40648300	ENSG00000278834.1	0.01	5
16075	chr17	40648653	40648654	ENSG00000073584.20	0.23	5
16076	chr17	40819105	40819106	ENSG00000167920.8	0.0	0
16077	chr17	40822613	40822614	ENSG00000186395.8	0.03	5
16078	chr17	40937633	40937634	ENSG00000108244.16	0.0	0
16079	chr17	41309252	41309253	ENSG00000212657.1	0.0	0
16080	chr17	41665565	41665566	ENSG00000278954.1	0.0	0
16081	chr17	41688884	41688885	ENSG00000173812.11	0.03	3
16082	chr17	41786930	41786931	ENSG00000173801.17	0.0	0
16083	chr17	41812603	41812604	ENSG00000141696.13	0.0	0
16084	chr17	41812679	41812680	ENSG00000141756.18	0.27	2
16085	chr17	41836262	41836263	ENSG00000141698.16	0.97	2
16086	chr17	41851446	41851447	ENSG00000259623.1	0.0	0
16087	chr17	41865422	41865423	ENSG00000178502.6	0.060000000000000005	3
16088	chr17	41930541	41930542	ENSG00000131473.17	0.0	0
16089	chr17	41930616	41930617	ENSG00000204815.10	0.54	3
16090	chr17	41966762	41966763	ENSG00000173786.17	0.05	2
16091	chr17	42011381	42011382	ENSG00000168256.18	0.06999999999999999	3
16092	chr17	42021375	42021376	ENSG00000168259.15	0.0	0
16093	chr17	42050613	42050614	ENSG00000267221.2	0.0	0
16094	chr17	42098478	42098479	ENSG00000187595.16	0.52	3
16095	chr17	42112713	42112714	ENSG00000108771.13	0.08	1
16096	chr17	42121366	42121367	ENSG00000108773.11	0.060000000000000005	4
16097	chr17	42121430	42121431	ENSG00000260325.1	0.01	4
16098	chr17	42155043	42155044	ENSG00000108774.14	0.0	0
16099	chr17	42181141	42181142	ENSG00000089558.9	0.03	1
16100	chr17	42185451	42185452	ENSG00000161610.1	0.01	3
16101	chr17	42194531	42194532	ENSG00000167925.16	0.03	5
16102	chr17	42233831	42233832	ENSG00000280295.1	0.0	0
16103	chr17	42268586	42268587	ENSG00000267758.1	0.0	0
16104	chr17	42272682	42272683	ENSG00000236194.3	0.01	4
16105	chr17	42275570	42275571	ENSG00000278829.1	0.12	1
16106	chr17	42276706	42276707	ENSG00000173757.9	0.01	4
16107	chr17	42287546	42287547	ENSG00000126561.16	0.0	0
16108	chr17	42388567	42388568	ENSG00000168610.14	0.01	5
16109	chr17	42423255	42423256	ENSG00000177469.13	0.0	0
16110	chr17	42458843	42458844	ENSG00000033627.16	0.61	5
16111	chr17	42495866	42495867	ENSG00000267222.1	0.02	2
16112	chr17	42509783	42509784	ENSG00000267632.1	0.01	3
16113	chr17	42533531	42533532	ENSG00000267185.1	0.02	4
16114	chr17	42536240	42536241	ENSG00000108784.10	0.2	1
16115	chr17	42546763	42546764	ENSG00000108785.7	0.01	4
16116	chr17	42549213	42549214	ENSG00000108786.10	0.01	1
16117	chr17	42554747	42554748	ENSG00000266962.2	0.02	5
16118	chr17	42561466	42561467	ENSG00000068120.15	0.18000000000000002	5
16119	chr17	42567067	42567068	ENSG00000108788.11	0.0	0
16120	chr17	42577830	42577831	ENSG00000131470.14	0.01	5
16121	chr17	42609682	42609683	ENSG00000131462.8	0.0	0
16122	chr17	42610622	42610623	ENSG00000141699.11	0.16	1
16123	chr17	42659283	42659284	ENSG00000037042.9	0.02	5
16124	chr17	42676993	42676994	ENSG00000068137.15	0.0	0
16125	chr17	42682530	42682531	ENSG00000108797.12	0.0	0
16126	chr17	42683916	42683917	ENSG00000184451.5	0.02	5
16127	chr17	42699465	42699466	ENSG00000267765.1	0.01	4
16128	chr17	42745048	42745049	ENSG00000108799.13	0.12	3
16129	chr17	42773448	42773449	ENSG00000131475.7	0.01	4
16130	chr17	42780609	42780610	ENSG00000126562.17	0.06999999999999999	1
16131	chr17	42798703	42798704	ENSG00000183978.8	0.4	4
16132	chr17	42798791	42798792	ENSG00000176563.9	0.03	4
16133	chr17	42824384	42824385	ENSG00000131467.10	0.01	1
16134	chr17	42833349	42833350	ENSG00000126581.13	0.0	0
16135	chr17	42844579	42844580	ENSG00000131480.9	0.0	0
16136	chr17	42851183	42851184	ENSG00000131471.7	0.01	3
16137	chr17	42865921	42865922	ENSG00000260105.6	0.0	0
16138	chr17	42898703	42898704	ENSG00000213373.7	0.01	2
16139	chr17	42964497	42964498	ENSG00000266967.7	0.02	2
16140	chr17	42980432	42980433	ENSG00000267060.5	0.01	5
16141	chr17	42980564	42980565	ENSG00000198863.7	0.03	3
16142	chr17	42998272	42998273	ENSG00000131469.14	0.0	0
16143	chr17	43006724	43006725	ENSG00000068079.7	0.0	0
16144	chr17	43025122	43025123	ENSG00000108828.16	0.0	0
16145	chr17	43125609	43125610	ENSG00000198496.11	0.0	0
